player_id,player,position,team,age,proj_games,pass_yds,pass_td,pass_int,pass_2pt,rush_yds,rush_td,rush_2pt,rec,rec_yds,rec_td,rec_2pt,fumbles_lost,st_td,proj_points_override,source
00-0039491,Jalen Coker,WR,CAR,23.0,12.6,10.3,0.0,0.0,0.0,7.7,0.1,0.0,38.2,519.6,2.8,0.1,0.1,0.0,,history
00-0039916,Ricky Pearsall,WR,SF,24.0,11.9,0.5,0.0,0.0,0.0,30.6,0.1,0.0,37.1,472.0,3.2,0.1,0.1,0.0,,history
00-0034775,Christian Kirk,WR,JAX,28.0,10.6,0.1,0.0,0.0,0.0,6.9,0.0,0.0,39.1,521.0,2.5,0.1,0.4,0.0,,history
00-0033282,Curtis Samuel,WR,BUF,29.0,14.5,0.3,0.0,0.0,0.0,29.5,0.3,0.0,42.4,442.4,2.6,0.1,0.1,0.0,,history
00-0033591,Noah Brown,WR,WAS,29.0,12.6,0.4,0.0,0.0,0.0,5.6,0.0,0.0,38.8,522.7,2.2,0.1,0.2,0.0,,history
00-0033009,Tyler Boyd,WR,TEN,30.0,15.2,1.7,0.0,0.2,0.0,8.6,0.0,0.0,45.3,503.0,1.9,0.1,0.1,0.0,,history
00-0033555,Mack Hollins,WR,BUF,31.0,15.8,0.6,0.0,0.0,0.0,8.4,0.0,0.0,35.4,443.6,3.5,0.1,0.1,0.0,,history
00-0033375,Tim Patrick,WR,DET,31.0,15.2,0.4,0.0,0.0,0.0,7.2,0.1,0.0,36.1,443.9,3.1,0.6,0.1,0.0,,history
00-0037545,Rashid Shaheed,WR,NO,27.0,9.3,0.3,0.0,0.0,0.0,23.3,0.1,0.0,29.0,426.7,3.0,0.0,0.1,0.91,,history
00-0033536,Mike Williams,WR,PIT,30.0,13.9,0.4,0.0,0.0,0.0,7.2,0.1,0.0,36.4,482.9,2.4,0.1,0.1,0.0,,history
00-0036196,Gabe Davis,WR,JAX,26.0,11.3,0.3,0.0,0.0,0.0,4.8,0.0,0.0,31.7,439.4,3.4,0.2,0.7,0.0,,history
00-0033589,David Moore,WR,CAR,30.0,14.5,0.4,0.0,0.0,0.0,6.8,0.1,0.0,34.6,419.4,3.1,0.1,0.1,0.0,,history
00-0033288,George Kittle,TE,SF,31.0,15.2,0.3,0.0,0.0,0.0,2.2,0.0,0.0,56.9,768.7,5.5,0.0,0.1,0.0,,history
00-0034753,Mark Andrews,TE,BAL,29.0,16.5,0.4,0.0,0.0,0.0,4.9,0.0,0.0,54.0,624.5,7.4,0.1,0.1,0.0,,history
00-0039338,Brock Bowers,TE,LV,22.0,16.5,0.4,0.0,0.0,0.0,8.8,0.0,0.0,71.5,753.8,3.5,0.1,0.1,0.0,,history
00-0037744,Trey McBride,TE,ARI,25.0,15.8,0.3,0.0,0.0,0.0,2.8,0.4,0.0,75.7,774.8,2.3,0.0,0.1,0.0,,history
00-0039065,Sam LaPorta,TE,DET,24.0,15.8,0.3,0.0,0.0,0.0,2.9,0.0,0.0,56.1,620.5,5.8,0.5,0.1,0.0,,history
00-0033858,Jonnu Smith,TE,MIA,30.0,16.5,0.3,0.0,0.0,0.0,2.0,0.0,0.0,62.8,646.8,4.9,0.1,0.7,0.0,,history
00-0036894,Pat Freiermuth,TE,PIT,26.0,16.5,0.3,0.0,0.0,0.0,2.2,0.0,0.0,54.0,548.7,4.5,0.3,1.0,0.0,,history
00-0038996,Tucker Kraft,TE,GB,24.0,16.5,0.4,0.0,0.0,0.0,5.0,0.0,0.0,45.6,563.0,4.7,0.5,0.6,0.0,,history
00-0033885,David Njoku,TE,CLE,29.0,12.6,0.3,0.0,0.0,0.0,1.3,0.0,0.0,53.9,507.5,4.0,0.8,0.5,0.0,,history
00-0033090,Hunter Henry,TE,NE,30.0,15.8,0.3,0.0,0.0,0.0,2.1,0.0,0.0,52.5,539.3,3.1,0.0,0.1,0.0,,history
00-0030506,Travis Kelce,TE,KC,35.0,15.8,0.2,0.0,0.0,0.0,2.0,0.0,0.0,56.2,540.2,2.8,0.1,0.5,0.0,,history
00-0036290,Cole Kmet,TE,CHI,26.0,14.5,0.3,0.0,0.0,0.0,2.9,0.0,0.0,48.5,488.9,4.0,0.4,0.1,0.0,,history
00-0034383,Dalton Schultz,TE,HOU,29.0,16.5,0.3,0.0,0.0,0.0,2.0,0.0,0.0,51.6,528.3,3.1,0.0,0.4,0.0,,history
00-0036970,Kyle Pitts,TE,ATL,24.0,16.5,0.3,0.0,0.0,0.0,1.2,0.0,0.0,44.8,535.2,3.2,0.0,0.1,0.0,,history
00-0038129,Cade Otton,TE,TB,26.0,14.5,0.3,0.0,0.0,0.0,0.4,0.0,0.0,47.6,476.7,3.3,0.2,0.7,0.0,,history
00-0037838,Isaiah Likely,TE,BAL,25.0,15.2,0.3,0.0,0.0,0.0,2.0,0.0,0.0,39.3,441.5,4.5,0.0,0.5,0.0,,history
00-0036040,Juwan Johnson,TE,NO,28.0,15.2,0.3,0.0,0.0,0.0,2.0,0.0,0.0,44.4,471.2,3.4,0.0,0.1,0.0,,history
00-0034270,Tyler Conklin,TE,NYJ,30.0,15.8,0.3,0.0,0.0,0.0,2.1,0.0,0.0,48.7,465.2,2.6,0.4,0.1,0.0,,history
00-0035229,T.J. Hockenson,TE,MIN,28.0,11.9,0.3,0.0,0.0,0.0,1.8,0.0,0.0,48.4,506.5,2.0,0.2,0.3,0.0,,history
00-0034829,Mike Gesicki,TE,CIN,29.0,15.8,0.3,0.0,0.0,0.0,2.0,0.0,0.0,47.4,475.2,2.4,0.0,0.5,0.0,,history
00-0038041,Jake Ferguson,TE,DAL,26.0,14.5,0.3,0.0,0.0,0.0,1.9,0.0,0.0,50.7,480.9,1.9,0.0,0.9,0.0,,history
00-0030061,Zach Ertz,TE,WAS,34.0,16.5,0.3,0.0,0.0,0.0,1.7,0.0,0.0,40.6,388.5,3.5,0.8,0.1,0.0,,history
00-0033881,Evan Engram,TE,JAX,30.0,11.3,0.3,0.0,0.0,0.0,2.4,0.0,0.0,50.4,443.0,2.0,0.4,0.7,0.0,,history
00-0034351,Dallas Goedert,TE,PHI,30.0,11.9,0.3,0.0,0.0,0.0,2.0,0.0,0.0,42.2,461.8,2.3,0.0,0.1,0.0,,history
00-0037809,Chig Okonkwo,TE,TEN,25.0,15.8,0.3,0.0,0.0,0.0,9.8,0.0,0.0,45.9,451.3,2.0,0.5,0.5,0.0,,history
00-0038933,Dalton Kincaid,TE,BUF,25.0,13.9,0.3,0.0,0.0,0.0,2.0,0.0,0.0,45.9,453.0,2.1,0.0,0.3,0.0,,history
00-0036637,Noah Gray,TE,KC,26.0,15.8,0.3,0.0,0.0,0.0,0.7,0.1,0.0,36.5,387.5,3.3,0.0,0.1,0.0,,history
00-0034981,Foster Moreau,TE,NO,28.0,15.2,0.3,0.0,0.0,0.0,2.1,0.0,0.0,34.5,388.9,3.4,0.1,0.1,0.0,,history
00-0035644,Noah Fant,TE,SEA,27.0,14.5,0.3,0.0,0.0,0.0,1.9,0.0,0.0,41.5,442.3,1.5,0.0,0.1,0.0,,history
00-0034159,Will Dissly,TE,LAC,29.0,15.2,0.3,0.0,0.0,0.0,2.1,0.0,0.0,40.5,400.7,2.2,0.1,0.1,0.0,,history
00-0032392,Austin Hooper,TE,NE,30.0,16.5,0.3,0.0,0.0,0.0,2.0,0.0,0.0,39.4,405.9,2.2,0.0,0.5,0.0,,history
00-0038935,Brenton Strange,TE,JAX,24.0,14.5,0.4,0.0,0.0,0.0,2.4,0.0,0.0,36.5,368.8,2.3,0.1,0.6,0.0,,history
00-0039793,AJ Barner,TE,SEA,23.0,14.5,0.4,0.0,0.0,0.0,2.5,0.0,0.0,31.9,294.6,3.1,0.1,0.1,0.0,,history
00-0035689,Dawson Knox,TE,BUF,28.0,14.5,0.3,0.0,0.0,0.0,2.1,0.0,0.0,31.2,348.0,2.2,0.3,0.1,0.0,,history
00-0036244,Colby Parkinson,TE,LA,26.0,15.2,0.3,0.0,0.0,0.0,2.0,0.0,0.0,32.6,329.7,1.8,0.0,0.1,0.0,,history
00-0039847,Theo Johnson,TE,NYG,24.0,11.9,0.4,0.0,0.0,0.0,2.5,0.0,0.0,31.5,338.2,1.6,0.1,0.1,0.0,,history
00-0039356,Ja'Tavion Sanders,TE,CAR,22.0,15.2,0.4,0.0,0.0,0.0,2.4,0.0,0.0,32.4,332.1,1.6,0.1,0.1,0.0,,history
00-0037086,Grant Calcaterra,TE,PHI,26.0,13.9,0.4,0.0,0.0,0.0,2.5,0.0,0.0,30.0,334.0,1.6,0.1,0.1,0.0,,history
00-0033357,Taysom Hill,TE,NO,35.0,10.6,24.6,0.2,0.2,0.0,138.2,2.2,0.0,17.9,164.8,0.8,0.0,0.4,0.0,,history
00-0035249,Josh Oliver,TE,MIN,28.0,12.6,0.3,0.0,0.0,0.0,1.9,0.0,0.0,27.0,286.4,2.6,0.0,0.3,0.0,,history
K_DAL,Brandon Aubrey,K,DAL,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,kdst_baseline
K_PIT,Chris Boswell,K,PIT,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,kdst_baseline
K_LAC,Cameron Dicker,K,LAC,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,kdst_baseline
K_HOU,Ka'imi Fairbairn,K,HOU,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,kdst_baseline
K_DET,Jake Bates,K,DET,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,kdst_baseline
K_TB,Chase McLaughlin,K,TB,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,kdst_baseline
K_KC,Harrison Butker,K,KC,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,kdst_baseline
K_LV,Daniel Carlson,K,LV,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,kdst_baseline
K_BUF,Tyler Bass,K,BUF,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,kdst_baseline
K_DEN,Wil Lutz,K,DEN,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,kdst_baseline
K_MIA,Jason Sanders,K,MIA,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,kdst_baseline
K_PHI,Jake Elliott,K,PHI,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,kdst_baseline
K_CIN,Evan McPherson,K,CIN,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,kdst_baseline
K_WAS,Matt Gay,K,WAS,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,kdst_baseline
K_ATL,Younghoe Koo,K,ATL,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,kdst_baseline
K_MIN,Will Reichard,K,MIN,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,kdst_baseline
K_GB,Brandon McManus,K,GB,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,kdst_baseline
K_CHI,Cairo Santos,K,CHI,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,kdst_baseline
K_SF,Jake Moody,K,SF,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,kdst_baseline
K_TEN,Nick Folk,K,TEN,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,kdst_baseline
K_LAR,Joshua Karty,K,LAR,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,kdst_baseline
K_BAL,Justin Tucker,K,BAL,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,kdst_baseline
K_NYG,Graham Gano,K,NYG,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,kdst_baseline
K_CLE,Dustin Hopkins,K,CLE,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,kdst_baseline
DST_DEN,Broncos D/ST,DST,DEN,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,kdst_baseline
DST_PHI,Eagles D/ST,DST,PHI,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,kdst_baseline
DST_MIN,Vikings D/ST,DST,MIN,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,kdst_baseline
DST_HOU,Texans D/ST,DST,HOU,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,kdst_baseline
DST_PIT,Steelers D/ST,DST,PIT,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,kdst_baseline
DST_BAL,Ravens D/ST,DST,BAL,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,kdst_baseline
DST_BUF,Bills D/ST,DST,BUF,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,kdst_baseline
DST_LAC,Chargers D/ST,DST,LAC,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,kdst_baseline
DST_GB,Packers D/ST,DST,GB,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,kdst_baseline
DST_DET,Lions D/ST,DST,DET,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,kdst_baseline
DST_KC,Chiefs D/ST,DST,KC,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,kdst_baseline
DST_SEA,Seahawks D/ST,DST,SEA,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,kdst_baseline
DST_CHI,Bears D/ST,DST,CHI,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,kdst_baseline
DST_ARI,Cardinals D/ST,DST,ARI,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,kdst_baseline
DST_SF,49ers D/ST,DST,SF,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,kdst_baseline
DST_WAS,Commanders D/ST,DST,WAS,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,kdst_baseline
DST_CIN,Bengals D/ST,DST,CIN,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,kdst_baseline
DST_ATL,Falcons D/ST,DST,ATL,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,kdst_baseline
DST_IND,Colts D/ST,DST,IND,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,kdst_baseline
DST_TB,Buccaneers D/ST,DST,TB,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,kdst_baseline
DST_NO,Saints D/ST,DST,NO,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,kdst_baseline
DST_DAL,Cowboys D/ST,DST,DAL,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,kdst_baseline
DST_MIA,Dolphins D/ST,DST,MIA,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,kdst_baseline
DST_NYJ,Jets D/ST,DST,NYJ,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,kdst_baseline
